"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","436","should fire click_serp_sponsoredBrand_showContactForm on contact button click","Analytics: Company Search (GA3)","2026-09-07","passed","2026-09-07","","sponsored brand tracking","",""
"","17643","should fire show_contact_form → click_to_send → purchase → show_confirmation through the CPP company-details contact federated widget","Analytics: CPP – Direct Request Widget / QDR modal (GA3)","2026-09-07","passed","2026-09-07","","","",""
"","5018","should fire recommended_products_direct_request_click on mobile product contact","Analytics: CPP Mobile (GA3)","2026-09-07","passed","2026-09-07","","modules & product list","",""
"","2242","should fire company_card_show on card impression","Analytics: Company Search (GA3)","2026-09-07","passed","2026-09-07","","company card tracking","",""
"","56","should fire show_cpp_wlwAppBanner on app scene banner impression","Analytics: CPP Mobile (GA3)","2026-09-07","passed","2026-09-07","","modules & product list","",""
"","11378","should fire show_pdp_module_recommended_products on you-may-like impression","Analytics: PDP Mobile (GA3)","2026-09-07","passed","2026-09-07","","modules & chrome","",""
"","1059","should fire show_productSerp_productCard on card impression","Analytics: Product Search (GA3)","2026-09-07","passed","2026-09-07","","product card tracking","",""
"","16621","should fire show_contactForm → click_contact_page_message_send → messageTransaction_sent → show_directRequest_successPopup through the CPP product card federated widget","Analytics: CPP – Direct Request Widget / QDR modal (GA3)","2026-09-07","passed","2026-09-07","","","",""
"","2057","validates login_click_social on Apple button click","Analytics: Sign In / Sign Up (GA4)","2026-09-07","passed","2026-09-07","","social login","",""
"","11828","should mint the funnel transaction_id at the submit click and pass it through purchase → success redirect → show_success_page_view","Analytics: Direct Request / QDR (GA3)","2026-09-07","passed","2026-09-07","","message_send_flow","",""
"","2063","should validate GA3 pageView on signIn","Analytics: Supplier Login (GA3)","2026-09-07","passed","2026-09-07","","Sign-in UV (signIn)","",""
"","3258","should validate GA3 pageView","Analytics: Showroom (GA3)","2026-09-07","passed","2026-09-07","","","",""
"","41","should fire filter_chips_show on category filter chips impression","Analytics: CPP Mobile (GA3)","2026-09-07","passed","2026-09-07","","modules & product list","",""
"","460","should fire click tracking on portfolio product click","Analytics: Company Search (GA3)","2026-09-07","passed","2026-09-07","","company card tracking","",""
"","3795","should validate GA3 pageView","Analytics: PDP Desktop (GA3)","2026-09-07","passed","2026-09-07","","page_view","",""
"","2025","should fire click_login_googleButton on Google button click","Analytics: Supplier Login (GA3)","2026-09-07","passed","2026-09-07","","Social Login buttons","",""
"","160","should fire company_card_click when description is clicked (bubbling to card)","Analytics: Company Search (GA3)","2026-09-07","passed","2026-09-07","","company card tracking","",""
"","263","should fire click_pdp_otherCompanyProducts_paginate on next products click","Analytics: PDP Desktop (GA3)","2026-09-07","passed","2026-09-07","","company products, widgets & chrome","",""
"","194","should fire click_pdp_productCard when company-product blank area is clicked (upgrade card only)","Analytics: PDP Desktop (GA3)","2026-09-07","passed","2026-09-07","","company products, widgets & chrome","",""
"","20973","stycky panel should:: fire show_contactForm → click_contact_page_message_send → messageTransaction_sent → show_directRequest_successPopup through the CPP sticky panel federated widget","Analytics: PDP – Direct Request Widget / QDR modal (GA3)","2026-09-07","passed","2026-09-07","","","",""
"","3828","should fire click_pdp_infoSection_showContactForm on info contact button click","Analytics: PDP Mobile (GA3)","2026-09-07","passed","2026-09-07","","modules & chrome","",""
"","83","should fire show_cpp_productCard_contactFormButton on mobile product contact","Analytics: CPP Mobile (GA3)","2026-09-07","passed","2026-09-07","","modules & product list","",""
"","20426","should fire show_contactForm → click_contact_page_message_send → messageTransaction_sent → show_directRequest_successPopup through the showroom product card federated widget","Analytics: Showroom – Direct Request Widget / QDR modal (GA3)","2026-09-07","passed","2026-09-07","","","",""
"","5896","should validate GA3 pageView on registration","Analytics: Supplier Login (GA3)","2026-09-07","passed","2026-09-07","","Registration page UV (registration)","",""
"","146","should fire click_pdp_viewAllProductsButton on view-all link click","Analytics: PDP Mobile (GA3)","2026-09-07","passed","2026-09-07","","modules & chrome","",""
"","7968","should validate GA3 pageView with virtualPageTitle static_serp","Analytics: Static SERP — Company (GA3)","2026-09-07","passed","2026-09-07","","page_view","",""
"","695","should fire profile_items_show for sticky panel contact when bar slides in","Analytics: CPP Mobile (GA3)","2026-09-07","passed","2026-09-07","","sticky contact panel","",""
"","40","should fire show_pdp_similarProductsWidget on similar product card impression","Analytics: PDP Desktop (GA3)","2026-09-07","passed","2026-09-07","","company products, widgets & chrome","",""
"","460","should fire click tracking on product name click","Analytics: Product Search (GA3)","2026-09-07","passed","2026-09-07","","product card tracking","",""
"","26","should fire show tracking on contact button impression","Analytics: Company Search (GA3)","2026-09-07","passed","2026-09-07","","company card tracking","",""
"","46","should fire show_pdp_similarProductsWidget_shown on similar products widget impression","Analytics: PDP Desktop (GA3)","2026-09-07","passed","2026-09-07","","company products, widgets & chrome","",""
"","175","should fire click tracking on more products card click","Analytics: Company Search (GA3)","2026-09-07","passed","2026-09-07","","company card tracking","",""
"","137","should fire companyName tracking when VerifiedLabel is clicked (bubbling)","Analytics: Product Search (GA3)","2026-09-07","passed","2026-09-07","","product card tracking","",""
"","1983","should fire click_login_appleButton on Apple button click","Analytics: Supplier Login (GA3)","2026-09-07","passed","2026-09-07","","Social Login buttons","",""
"","7158","should fire ai_cta_click with optimize_with_ai when Optimize with AI is clicked","Analytics: RFQ (GA3)","2026-09-07","passed","2026-09-07","","rfq_ai_tracking (DRG-581 treatment)","",""
"","5875","should fire ai_banner_show with optimize_with_ai when description is filled manually","Analytics: RFQ (GA3)","2026-09-07","passed","2026-09-07","","rfq_ai_tracking (DRG-581 treatment)","",""
"","16882","should fire show_contactForm → click_contact_page_message_send → messageTransaction_sent → show_directRequest_successPopup through the federated widget","Analytics: Direct Request Widget / QDR modal (GA3)","2026-09-07","passed","2026-09-07","","","",""
"","19","should fire recommended_products_show on recommended/trending widget impression","Analytics: CPP Desktop (GA3)","2026-09-07","passed","2026-09-07","","profile & products","",""
"","233","should fire show_pdp_module_company_products on other-company-products impression","Analytics: PDP Mobile (GA3)","2026-09-07","passed","2026-09-07","","modules & chrome","",""
"","772","should fire show_pdp_infoSection_contactFormButton on contact button impression","Analytics: PDP Desktop (GA3)","2026-09-07","passed","2026-09-07","","info section & gallery","",""
"","273","should fire click_pdp_stickyTopBar_product_details on details tab click","Analytics: PDP Mobile (GA3)","2026-09-07","passed","2026-09-07","","sticky top bar tabs","",""
"","118","should fire click tracking on minimum order quantity click","Analytics: Product Search (GA3)","2026-09-07","passed","2026-09-07","","product card tracking","",""
"","553","should fire show_cpp_productCard on company product card impression","Analytics: CPP Desktop (GA3)","2026-09-07","passed","2026-09-07","","profile & products","",""
"","176","should fire click_contactForm_close on modal close","Analytics: PDP Desktop (GA3)","2026-09-07","passed","2026-09-07","","info section & gallery","",""
"","234","should fire show_pdp_module_product_specification on specification impression","Analytics: PDP Mobile (GA3)","2026-09-07","passed","2026-09-07","","modules & chrome","",""
"","80","should fire show_cpp_productCard_contactFormButton on product card contact impression","Analytics: CPP Desktop (GA3)","2026-09-07","passed","2026-09-07","","profile & products","",""
"","16807","information section:: should fire show_contactForm → click_contact_page_message_send → messageTransaction_sent → show_directRequest_successPopup through the PDP info-section federated widget","Analytics: PDP – Direct Request Widget / QDR modal (GA3)","2026-09-07","passed","2026-09-07","","","",""
"","912","should fire show_pdp_module_product_overview on overview section impression","Analytics: PDP Mobile (GA3)","2026-09-07","passed","2026-09-07","","modules & chrome","",""
"","45","should fire company_details_items_show from detail sheet content","Analytics: CPP Mobile (GA3)","2026-09-07","passed","2026-09-07","","modules & product list","",""
"","146","should fire show_cpp_productCategoriesSection on categories impression","Analytics: CPP Mobile (GA3)","2026-09-07","passed","2026-09-07","","modules & product list","",""
"","4991","should fire ai_cta_click with create_with_ai when Create with AI is clicked","Analytics: RFQ (GA3)","2026-09-07","passed","2026-09-07","","rfq_ai_tracking (DRG-581 treatment)","",""
"","11289","should track pageView → submit click → success pageView → show message → purchase KPI with consistent transaction_id and rfq_id","Analytics: RFQ (GA3)","2026-09-07","passed","2026-09-07","","rfq_create_submit_flow (gradual form → /rfq/create)","",""
"","481","should fire click_pdp_productCard_imageSwipe when product-card image changes","Analytics: PDP Mobile (GA3)","2026-09-07","passed","2026-09-07","","modules & chrome","",""
"","1350","should fire click_login_alibabaButton on Alibaba button click","Analytics: Supplier Login (GA3)","2026-09-07","passed","2026-09-07","","Social Login buttons","",""
"","74","should fire show_pdp_stickyPanel_contactFormButton when sticky panel appears","Analytics: PDP Desktop (GA3)","2026-09-07","passed","2026-09-07","","company products, widgets & chrome","",""
"","226","should fire click tracking on contact button click","Analytics: Product Search (GA3)","2026-09-07","passed","2026-09-07","","product card tracking","",""
"","223","should fire click_pdp_stickyTopBar_product_overview on overview tab click","Analytics: PDP Mobile (GA3)","2026-09-07","passed","2026-09-07","","sticky top bar tabs","",""
"","173","should fire filter_chips_apply when a category chip is clicked","Analytics: CPP Mobile (GA3)","2026-09-07","passed","2026-09-07","","modules & product list","",""
"","251","should fire show_pdp_productImage on gallery image impression","Analytics: PDP Mobile (GA3)","2026-09-07","passed","2026-09-07","","modules & chrome","",""
"","454","should fire show_pdp_keywordsSection on keywords section impression","Analytics: PDP Desktop (GA3)","2026-09-07","passed","2026-09-07","","company products, widgets & chrome","",""
"","2107","validates login_click_social on Google button click","Analytics: Sign In / Sign Up (GA4)","2026-09-07","passed","2026-09-07","","social login","",""
"","197","should fire click tracking on product image click","Analytics: Product Search (GA3)","2026-09-07","passed","2026-09-07","","product card tracking","",""
"","148","should fire company_details_copy_click on read-more description","Analytics: CPP Desktop (GA3)","2026-09-07","passed","2026-09-07","","profile & products","",""
"","182","should fire company_card_click on card hit area click","Analytics: Company Search (GA3)","2026-09-07","passed","2026-09-07","","company card tracking","",""
"","350","should fire company_details_items_click_clickout on external link / phone / map","Analytics: CPP Desktop (GA3)","2026-09-07","passed","2026-09-07","","profile & products","",""
"","5918","validates register_show_form after entering new email","Analytics: Sign In / Sign Up (GA4)","2026-09-07","passed","2026-09-07","","registration form","",""
"","154","should fire company_card_click on company logo click","Analytics: Company Search (GA3)","2026-09-07","passed","2026-09-07","","company card tracking","",""
"","25","should fire show tracking on portfolio button impression","Analytics: Company Search (GA3)","2026-09-07","passed","2026-09-07","","company card tracking","",""
"","1675","should fire click_pdp_stickyTopBar_company_card on company tab click","Analytics: PDP Mobile (GA3)","2026-09-07","passed","2026-09-07","","sticky top bar tabs","",""
"","151","should fire click tracking on portfolio button click","Analytics: Company Search (GA3)","2026-09-07","passed","2026-09-07","","company card tracking","",""
"","243","should fire show_pdp_viewAllProductsButton on view-all link impression","Analytics: PDP Mobile (GA3)","2026-09-07","passed","2026-09-07","","modules & chrome","",""
"","243","should fire recommended_products_direct_request_click + show_contactForm on product contact click","Analytics: CPP Desktop (GA3)","2026-09-07","passed","2026-09-07","","profile & products","",""
"","109","should fire show_pdp_wlwAppBanner on app scene banner impression","Analytics: PDP Desktop (GA3)","2026-09-07","passed","2026-09-07","","company products, widgets & chrome","",""
"","23","should fire recommended_products_show on you-may-like impression","Analytics: CPP Mobile (GA3)","2026-09-07","passed","2026-09-07","","modules & product list","",""
"","2173","validates page_view on sign-in page","Analytics: Sign In / Sign Up (GA4)","2026-09-07","passed","2026-09-07","","page_view","",""
"","24","should fire show tracking on portfolio product impression","Analytics: Company Search (GA3)","2026-09-07","passed","2026-09-07","","company card tracking","",""
"","259","should fire hitArea tracking when PriceAction empty area is clicked (bubbling)","Analytics: Product Search (GA3)","2026-09-07","passed","2026-09-07","","product card tracking","",""
"","349","should fire click_contactForm_close when contact modal is closed","Analytics: CPP Desktop (GA3)","2026-09-07","passed","2026-09-07","","profile & products","",""
"","345","should fire click_cpp_productCard_showContactForm on trending card contact click","Analytics: PDP Desktop (GA3)","2026-09-07","passed","2026-09-07","","company products, widgets & chrome","",""
"","115","should fire show_cpp_productCategoriesSection on categories impression","Analytics: CPP Desktop (GA3)","2026-09-07","passed","2026-09-07","","profile & products","",""
