"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1167","should display the page and supplier data","critical regression","2026-08-01","passed","2026-08-01","direct-request-e2e","requests","",""
"","3047","should bulk edit price type and currency for existing products","regression","2026-08-01","passed","2026-08-01","bulk-edit-listing","product-editor","",""
"","1704","should display europages brand intro content paragraph","regression","2026-08-01","passed","2026-08-01","ep-homepage-regression","homepage","",""
"","5000","should display conversation header tabs on wlw","smoke","2026-08-01","passed","2026-08-01","","conversations-smoke","",""
"","827","should display product cards with core structure","regression","2026-08-01","passed","2026-08-01","ep-showroom-regression","showroom","",""
"","2583","should display product cards","regression","2026-08-01","passed","2026-08-01","wlw-cpv-regression","cpv","",""
"","4164","should display company and product tabs","regression","2026-08-01","passed","2026-08-01","ai-product-search-regression","product-search","",""
"","1368","should display Top Searches section with /companies links","regression","2026-08-01","passed","2026-08-01","ep-homepage-regression","homepage","",""
"","1954","should display Top categories section with /business-directory-europe links","regression","2026-08-01","passed","2026-08-01","ep-homepage-regression","homepage","",""
"","2148","should load showroom on Switzerland (https://www.wlw-staging.ch)","regression","2026-08-01","passed","2026-08-01","domain-smoke","showroom","",""
"","2367","should display ""Discover trending products"" section title","regression","2026-08-01","passed","2026-08-01","ep-homepage-regression","homepage","",""
"","1515","should display products list","regression","2026-08-01","passed","2026-08-01","ep-cpp-regression","cpp","",""
"","2174","should display contact button","regression","2026-08-01","passed","2026-08-01","wlw-pdp-regression","pdp","",""
"","8679","should display Language section","regression","2026-08-01","passed","2026-08-01","wlw-my-account-regression","my-account","",""
"","9972","should load the RFQ create page for wlw in GERMAN (de)","regression","2026-08-01","failed","2026-08-01","rfq-create-regression","requests","",""
"","4050","should display filter options in English","smoke","2026-08-01","passed","2026-08-01","","ai-product-search-smoke","",""
"","3052","should run AI reasoning panel touchpoint when available","smoke","2026-08-01","passed","2026-08-01","","ai-product-search-smoke","",""
"","4416","should display core elements on the first product card","regression","2026-08-01","passed","2026-08-01","ai-product-search-regression","product-search","",""
"","4759","should display conversation header tabs on europages","smoke","2026-08-01","passed","2026-08-01","","conversations-smoke","",""
"","980","should display non-empty current page breadcrumb","smoke","2026-08-01","passed","2026-08-01","","requests-smoke","",""
"","5720","should bulk edit keyword for first 3 products and save","regression","2026-08-01","passed","2026-08-01","bulk-edit-listing","product-editor","",""
"","10349","should display Account information section with disabled email","regression","2026-08-01","passed","2026-08-01","ep-my-account-regression","my-account","",""
"","1763","should display EP logo in header","regression","2026-08-01","passed","2026-08-01","ep-homepage-regression","homepage","",""
"","2075","should load showroom on Austria (https://www.wlw-staging.at)","regression","2026-08-01","passed","2026-08-01","domain-smoke","showroom","",""
"","2335","should not log any errors on direct request page without product","critical regression","2026-08-01","failed","2026-08-01","direct-request-e2e","requests","",""
"","9256","should display the Request Hub banner","regression","2026-08-01","passed","2026-08-01","ep-business-insights-regression","my-account","",""
"","931","should show the breadcrumb with supplier name","critical regression","2026-08-01","passed","2026-08-01","direct-request-e2e","requests","",""
"","1486","should display filters or sorting controls","regression","2026-08-01","passed","2026-08-01","wlw-showroom-regression","showroom","",""
"","2223","should pass CR-08 on europages.co.uk showroom","regression","2026-08-01","passed","2026-08-01","cr-08-showroom-functional","showroom","",""
"","10213","should display all filters and verify basic location interactions","regression","2026-08-01","failed","2026-08-01","ai-company-search-regression","company-search","",""
"","5641","should display optional company card elements when available","regression","2026-08-01","passed","2026-08-01","ai-company-search-regression","company-search","",""
"","2829","should load AI product search page in English","smoke","2026-08-01","passed","2026-08-01","","ai-product-search-smoke","",""
"","7346","should verify portfolio product details when portfolio is shown","regression","2026-08-01","passed","2026-08-01","ai-company-search-regression","company-search","",""
"","9872","should load homepage on Spain (https://www.europages-staging.es)","regression","2026-08-01","failed","2026-08-01","domain-smoke","homepage","",""
"","9654","should load the RFQ landing page for europages in SPANISH (es)","regression","2026-08-01","failed","2026-08-01","rfq-landing-regression","requests","",""
"","24253","RFQAI-MOB-P0-015: thumbs up can be submitted and becomes locked on mobile","critical regression","2026-08-01","passed","2026-08-01","rfq-ai-ui-mobile","requests","",""
"","11826","should pass CR-10 on wlw PDP","regression","2026-08-01","failed","2026-08-01","cr-10-pdp-functional","pdp","",""
"","2761","should display the page and supplier data","critical regression","2026-08-01","passed","2026-08-01","direct-request-e2e","requests","",""
"","718","should load the RFQ success page for europages in SPANISH (es)","regression","2026-08-01","passed","2026-08-01","rfq-success-regression","requests","",""
"","44872","RFQAI-MOB-P0-009: Rewrite refreshes the generated description","critical regression","2026-08-01","passed","2026-08-01","rfq-ai-ui-mobile","requests","",""
"","2213","should display product cards","regression","2026-08-01","passed","2026-08-01","ep-cpv-regression","cpv","",""
"","1461","should not redirect authenticated user to login page on wlw","smoke","2026-08-01","passed","2026-08-01","","conversations-smoke","",""
"","2037","should expand and collapse the first FAQ item","critical regression","2026-08-01","passed","2026-08-01","direct-request-e2e","requests","",""
"","33255","should navigate away from CPV when clicking first product card","regression","2026-08-01","failed","2026-08-01","wlw-cpv-regression","cpv","",""
"","2008","should display optional product card elements when available","regression","2026-08-01","passed","2026-08-01","ai-product-search-regression","product-search","",""
"","1729","should load the RFQ success page for wlw in GERMAN (de)","regression","2026-08-01","passed","2026-08-01","rfq-success-regression","requests","",""
"","1266","should have CPV second-level links pointing to en/showroom-cate","regression","2026-08-01","passed","2026-08-01","ep-homepage-regression","homepage","",""
"","2122","should load the success page for europages in FRENCH (fr)","regression","2026-08-01","passed","2026-08-01","direct-request-success-regression","requests","",""
"","2689","should display product image","regression","2026-08-01","passed","2026-08-01","wlw-pdp-regression","pdp","",""
"","1061","should load the RFQ success page for europages in FRENCH (fr)","regression","2026-08-01","passed","2026-08-01","rfq-success-regression","requests","",""
"","10658","should load the RFQ landing page for europages in ITALIAN (it)","regression","2026-08-01","failed","2026-08-01","rfq-landing-regression","requests","",""
"","1824","should display trending products carousel with product links","smoke","2026-08-01","passed","2026-08-01","","homepage","",""
"","1630","should have valid href values on all header navigation links","regression","2026-08-01","passed","2026-08-01","ep-homepage-regression","homepage","",""
"","1649","should display product recommendation carousel with valid product links","smoke","2026-08-01","passed","2026-08-01","","homepage","",""
