"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","137","should fire click_pdp_viewAllProductsButton on view-all link click","Analytics: PDP Mobile (GA3)","2026-08-26","passed","2026-08-26","","modules & chrome","",""
"","3322","should fire company_card_show on card impression","Analytics: Company Search (GA3)","2026-08-26","passed","2026-08-26","","company card tracking","",""
"","493","should fire show_productSerp_sponsoredBrand on sponsored brand impression","Analytics: Product Search (GA3)","2026-08-26","passed","2026-08-26","","sponsored brand tracking","",""
"","27090","validates page_view on sign-in page","Analytics: Sign In / Sign Up (GA4)","2026-08-26","passed","2026-08-26","","page_view","",""
"","191","should fire company_details_items_click_company on VAT number click","Analytics: CPP Desktop (GA3)","2026-08-26","passed","2026-08-26","","profile & products","",""
"","43","should fire retention_pop_up_show and retention_pop_up_click on external-link confirm","Analytics: CPP Mobile (GA3)","2026-08-26","passed","2026-08-26","","modules & product list","",""
"","431","should fire company_details_items_click_clickout on external link / phone / map","Analytics: CPP Desktop (GA3)","2026-08-26","passed","2026-08-26","","profile & products","",""
"","19716","should fire show_contact_form → click_to_send → purchase → show_confirmation through the CPP company-details contact federated widget","Analytics: CPP – Direct Request Widget / QDR modal (GA3)","2026-08-26","passed","2026-08-26","","","",""
"","19702","should fire rewrite, undo, and feedback click events in the AI toolbar flow","Analytics: RFQ (GA3)","2026-08-26","passed","2026-08-26","","rfq_ai_tracking (DRG-581 treatment)","",""
"","236","should fire show_pdp_viewAllProductsButton on view-all link impression","Analytics: PDP Mobile (GA3)","2026-08-26","passed","2026-08-26","","modules & chrome","",""
"","184","should fire company_details_copy_click on read-more description","Analytics: CPP Desktop (GA3)","2026-08-26","passed","2026-08-26","","profile & products","",""
"","44","should fire show_cpp_viewMoreCompanyProductsButton on load-more impression","Analytics: CPP Mobile (GA3)","2026-08-26","passed","2026-08-26","","modules & product list","",""
"","148","should fire company_card_click on company logo click","Analytics: Company Search (GA3)","2026-08-26","passed","2026-08-26","","company card tracking","",""
