"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16927","should fire show_contact_form → click_to_send → purchase → show_confirmation through the CPP company-details contact federated widget","Analytics: CPP – Direct Request Widget / QDR modal (GA3)","2026-08-20","passed","2026-08-20","","","",""
"","278","should fire click_pdp_stickyTopBar_product_details on details tab click","Analytics: PDP Mobile (GA3)","2026-08-20","passed","2026-08-20","","sticky top bar tabs","",""
"","102","should fire click tracking on company name click","Analytics: Product Search (GA3)","2026-08-20","passed","2026-08-20","","product card tracking","",""
"","255","should fire click tracking on contact button click","Analytics: Product Search (GA3)","2026-08-20","passed","2026-08-20","","product card tracking","",""
"","11226","should mint the funnel transaction_id at the submit click and pass it through purchase → success redirect → show_success_page_view","Analytics: Direct Request / QDR (GA3)","2026-08-20","passed","2026-08-20","","message_send_flow","",""
"","2149","validates login_click_social on Google button click","Analytics: Sign In / Sign Up (GA4)","2026-08-20","passed","2026-08-20","","social login","",""
"","201","should fire company_details_copy_click when opening company detail sheet","Analytics: CPP Mobile (GA3)","2026-08-20","passed","2026-08-20","","modules & product list","",""
"","1058","validates login_click_social on Apple button click","Analytics: Sign In / Sign Up (GA4)","2026-08-20","passed","2026-08-20","","social login","",""
"","75","should fire show_cpp_productCard_contactFormButton on product card contact impression","Analytics: CPP Desktop (GA3)","2026-08-20","passed","2026-08-20","","profile & products","",""
"","222","should fire click_pdp_stickyTopBar_product_overview on overview tab click","Analytics: PDP Mobile (GA3)","2026-08-20","passed","2026-08-20","","sticky top bar tabs","",""
"","1295","should fire profile_items_show on info-section contact impression","Analytics: CPP Desktop (GA3)","2026-08-20","passed","2026-08-20","","profile & products","",""
"","4569","should fire ai_cta_click with create_with_ai when Create with AI is clicked","Analytics: RFQ (GA3)","2026-08-20","passed","2026-08-20","","rfq_ai_tracking (DRG-581 treatment)","",""
