"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11444","should display My Companies section","regression","2026-08-05","passed","2026-08-05","wlw-my-account-regression","my-account","",""
"","1778","should display trending products carousel with product links","smoke","2026-08-05","passed","2026-08-05","","homepage","",""
"","15404","should apply audit filters individually and in combination","regression","2026-08-05","passed","2026-08-05","ai-company-search-regression","company-search","",""
"","5790","should load the direct request page for wlw in GERMAN (de)","regression","2026-08-05","passed","2026-08-05","direct-request-regression","requests","",""
"","1160","should have product name links pointing to /en/company paths","regression","2026-08-05","passed","2026-08-05","ep-homepage-regression","homepage","",""
"","25854","should put offline product online then put offline and verify status span changes","regression","2026-08-05","passed","2026-08-05","draft-online-offline-cycle","product-editor","",""
"","4840","should open a conversation when the first card is clicked on europages","smoke","2026-08-05","passed","2026-08-05","","conversations-smoke","",""
"","2134","should display breadcrumbs","regression","2026-08-05","passed","2026-08-05","ai-product-search-regression","product-search","",""
"","1738","should display europages brand intro content paragraph","regression","2026-08-05","passed","2026-08-05","ep-homepage-regression","homepage","",""
"","1794","should display Top Searches section with /companies links","regression","2026-08-05","passed","2026-08-05","ep-homepage-regression","homepage","",""
"","2169","should display breadcrumbs","regression","2026-08-05","passed","2026-08-05","ep-cpv-regression","cpv","",""
"","10563","should keep results after verified filter and new header search","regression","2026-08-05","passed","2026-08-05","ai-company-search-regression","company-search","",""
"","2450","should load CPV URL with showroom-cate path","regression","2026-08-05","passed","2026-08-05","ep-cpv-regression","cpv","",""
"","1446","should display ""B2B providers"" stat in GIF banner","regression","2026-08-05","passed","2026-08-05","ep-homepage-regression","homepage","",""
"","2240","should display filter controls","regression","2026-08-05","passed","2026-08-05","ep-cpv-regression","cpv","",""
"","12552","should apply audit filters individually and in combination","regression","2026-08-05","passed","2026-08-05","ai-product-search-regression","product-search","",""
"","2656","should load PDP URL with product path","regression","2026-08-05","passed","2026-08-05","wlw-pdp-regression","pdp","",""
"","1308","should load the success page for wlw in ENGLISH (en)","regression","2026-08-05","passed","2026-08-05","direct-request-success-regression","requests","",""
"","1271","should show the breadcrumb with supplier name","critical regression","2026-08-05","passed","2026-08-05","direct-request-e2e","requests","",""
"","2217","should load CPP URL with company profile path","regression","2026-08-05","passed","2026-08-05","ep-cpp-regression","cpp","",""
"","1066","should load the direct request page for europages in ITALIAN (it)","regression","2026-08-05","passed","2026-08-05","direct-request-regression","requests","",""
"","17353","RFQAI-MOB-P0-002: Create with AI remains visible after typing title on mobile","critical regression","2026-08-05","failed","2026-08-05","rfq-ai-ui-mobile","requests","",""
"","973","should show the breadcrumb with supplier name","critical regression","2026-08-05","passed","2026-08-05","direct-request-e2e","requests","",""
"","44900","should create a draft product without required fields","smoke","2026-08-05","failed","2026-08-05","","product-editor","",""
"","3006","should navigate to product detail when clicking first portfolio product","regression","2026-08-05","passed","2026-08-05","wlw-cpp-regression","cpp","",""
"","10202","should load the RFQ landing page for europages in FRENCH (fr)","regression","2026-08-05","failed","2026-08-05","rfq-landing-regression","requests","",""
"","26508","RFQAI-MOB-P0-008: Optimize fills empty title when only description is provided","critical regression","2026-08-05","failed","2026-08-05","rfq-ai-ui-mobile","requests","",""
"","1620","should display Top categories section with /business-directory-europe links","regression","2026-08-05","passed","2026-08-05","ep-homepage-regression","homepage","",""
