"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3307","should load CSERP URL and display breadcrumbs","regression","2026-08-22","passed","2026-08-22","ep-cserp-regression","cserp","",""
"","2443","should display pagination","regression","2026-08-22","passed","2026-08-22","wlw-cpv-regression","cpv","",""
"","4119","should display required company card basic elements","regression","2026-08-22","passed","2026-08-22","ai-company-search-regression","company-search","",""
"","2767","should display required product card basic elements","regression","2026-08-22","passed","2026-08-22","ai-product-search-regression","product-search","",""
"","3288","should load CSERP with breadcrumbs and company results","smoke","2026-08-22","passed","2026-08-22","","cserp","",""
"","21638","should check each product checkbox individually then bulk put online and verify all rows","regression","2026-08-22","failed","2026-08-22","draft-online-offline-cycle","product-editor","",""
"","1131","should display the product image and name","critical regression","2026-08-22","passed","2026-08-22","direct-request-e2e","requests","",""
"","10056","should display Inside Business subtitle","regression","2026-08-22","failed","2026-08-22","ep-homepage-regression","homepage","",""
"","3959","should navigate to company SERP via companies tab","regression","2026-08-22","passed","2026-08-22","ai-product-search-regression","product-search","",""
"","4954","should complete user registration form and reach verification step","regression","2026-08-22","passed","2026-08-22","ep-user-creation-regression","supplier-onboarding","",""
"","1562","should display non-empty current page breadcrumb","smoke","2026-08-22","passed","2026-08-22","","requests-smoke","",""
"","1862","should load showroom with breadcrumbs, results and product cards","smoke","2026-08-22","passed","2026-08-22","","showroom","",""
"","1398","should display product recommendation carousel with valid product links","smoke","2026-08-22","passed","2026-08-22","","homepage","",""
"","33486","RFQAI-MOB-P0-015: thumbs up can be submitted and becomes locked on mobile","critical regression","2026-08-22","failed","2026-08-22","rfq-ai-ui-mobile","requests","",""
"","9767","should display Account information section with disabled email","regression","2026-08-22","passed","2026-08-22","wlw-my-account-regression","my-account","",""
"","2165","should load homepage on Germany (https://www.wlw-staging.de)","regression","2026-08-22","passed","2026-08-22","domain-smoke","homepage","",""
"","9280","should display product title","regression","2026-08-22","failed","2026-08-22","wlw-pdp-regression","pdp","",""
"","5128","should open an RFQ detail view and allow the supplier to navigate back","smoke","2026-08-22","passed","2026-08-22","","request-hub-smoke","",""
"","17657","RFQAI-MOB-P0-002: Create with AI remains visible after typing title on mobile","critical regression","2026-08-22","failed","2026-08-22","rfq-ai-ui-mobile","requests","",""
"","4906","should display pagination","regression","2026-08-22","passed","2026-08-22","ai-company-search-regression","company-search","",""
"","4854","should check incoterm and payment method options, then save and verify","critical regression","2026-08-22","passed","2026-08-22","wlw-company-profile-editor-e2e","company-profile","",""
"","7846","should display Security section","regression","2026-08-22","passed","2026-08-22","wlw-my-account-regression","my-account","",""
"","1428","should display first product card structure","regression","2026-08-22","passed","2026-08-22","wlw-cpp-regression","cpp","",""
"","980","should display product title","regression","2026-08-22","passed","2026-08-22","ep-pdp-regression","pdp","",""
"","2678","should display company search results","regression","2026-08-22","passed","2026-08-22","wlw-cserp-regression","cserp","",""
"","2304","should display ""Discover trending products"" section title","regression","2026-08-22","passed","2026-08-22","ep-homepage-regression","homepage","",""
"","2818","should display filter controls","regression","2026-08-22","passed","2026-08-22","wlw-cpv-regression","cpv","",""
"","4258","should display core elements on the first product card","regression","2026-08-22","passed","2026-08-22","ai-product-search-regression","product-search","",""
"","10305","should display header, hero, and footer","smoke","2026-08-22","failed","2026-08-22","","requests-smoke","",""
"","981","should not redirect authenticated user to login page on europages","smoke","2026-08-22","passed","2026-08-22","","conversations-smoke","",""
"","18884","should apply audit filters individually and in combination","regression","2026-08-22","passed","2026-08-22","ai-company-search-regression","company-search","",""
"","4161","should navigate to product SERP via products tab","regression","2026-08-22","passed","2026-08-22","ai-company-search-regression","company-search","",""
"","3357","should run AI reasoning panel cycle when available","regression","2026-08-22","passed","2026-08-22","ai-product-search-regression","product-search","",""
"","2694","should display the direct request page and supplier data","smoke","2026-08-22","passed","2026-08-22","","requests-smoke","",""
"","1579","should have trending product name links pointing to /en/company paths","regression","2026-08-22","passed","2026-08-22","ep-homepage-regression","homepage","",""
"","10738","should load the RFQ create page for wlw in GERMAN (de)","regression","2026-08-22","failed","2026-08-22","rfq-create-regression","requests","",""
"","9444","should display Products and services table with data","regression","2026-08-22","passed","2026-08-22","ep-business-insights-regression","my-account","",""
"","3205","should filter the list to show only Offline products","smoke","2026-08-22","passed","2026-08-22","","product-editor","",""
"","1982","should load PDP URL with product path","regression","2026-08-22","passed","2026-08-22","ep-pdp-regression","pdp","",""
"","3557","should verify portfolio product details when portfolio is shown","regression","2026-08-22","passed","2026-08-22","ai-company-search-regression","company-search","",""
"","9676","should display Become Part section with correct CTAs and links","smoke","2026-08-22","failed","2026-08-22","","homepage","",""
"","3577","should load CPV with breadcrumbs and product cards","smoke","2026-08-22","passed","2026-08-22","","cpv","",""
"","2390","should display product prices on cards after applying price filter","regression","2026-08-22","passed","2026-08-22","ai-product-search-regression","product-search","",""
"","9892","should display Inside Business section title","regression","2026-08-22","failed","2026-08-22","ep-homepage-regression","homepage","",""
"","3999","should display all filters and verify basic location interactions","regression","2026-08-22","passed","2026-08-22","ai-company-search-regression","company-search","",""
"","4603","should display and open sorting options","regression","2026-08-22","passed","2026-08-22","ai-company-search-regression","company-search","",""
"","10824","should show an error when an invalid file type is uploaded","critical regression","2026-08-22","failed","2026-08-22","direct-request-e2e","requests","",""
"","8336","should keep results after verified filter and new header search","regression","2026-08-22","passed","2026-08-22","ai-product-search-regression","product-search","",""
"","21913","RFQAI-MOB-P0-006: switches CTA to Optimize with AI after manual description entry","critical regression","2026-08-22","failed","2026-08-22","rfq-ai-ui-mobile","requests","",""
"","4703","should display core elements on the first company card","regression","2026-08-22","passed","2026-08-22","ai-company-search-regression","company-search","",""
"","5986","should complete user registration form and reach verification step","regression","2026-08-22","passed","2026-08-22","wlw-user-creation-regression","supplier-onboarding","",""
"","10032","should display ""Sign in"" button in header","regression","2026-08-22","failed","2026-08-22","ep-homepage-regression","homepage","",""
"","1955","should load homepage on Switzerland (https://www.wlw-staging.ch)","regression","2026-08-22","passed","2026-08-22","domain-smoke","homepage","",""
"","2729","should display major homepage sections when available","regression","2026-08-22","passed","2026-08-22","wlw-homepage-regression","homepage","",""
"","1399","should show a non-empty current page breadcrumb","critical regression","2026-08-22","passed","2026-08-22","direct-request-e2e","requests","",""
"","1942","should display the product image and name","critical regression","2026-08-22","passed","2026-08-22","direct-request-e2e","requests","",""
"","9512","should load CPP with company name and contact button","smoke","2026-08-22","failed","2026-08-22","","cpp","",""
"","1662","should display product cards with core structure","regression","2026-08-22","passed","2026-08-22","wlw-showroom-regression","showroom","",""
"","10361","should allow uploading a valid file and then remove it","critical regression","2026-08-22","failed","2026-08-22","direct-request-e2e","requests","",""
"","1121","should open contact flow when clicking contact button","regression","2026-08-22","passed","2026-08-22","ep-pdp-regression","pdp","",""
"","29637","RFQAI-MOB-P0-014: feedback thumbs controls are visible after generation on mobile","critical regression","2026-08-22","failed","2026-08-22","rfq-ai-ui-mobile","requests","",""
"","1906","should display filter or sorting controls","regression","2026-08-22","passed","2026-08-22","ep-cserp-regression","cserp","",""
"","1101","should display breadcrumbs","regression","2026-08-22","passed","2026-08-22","wlw-pdp-regression","pdp","",""
"","6211","should display all filters and verify basic location interactions","regression","2026-08-22","passed","2026-08-22","ai-company-search-regression","company-search","",""
"","10076","should load homepage on Netherlands (https://www.europages-staging.nl)","regression","2026-08-22","failed","2026-08-22","domain-smoke","homepage","",""
"","10184","should pass CR-10 on wlw PDP","regression","2026-08-22","failed","2026-08-22","cr-10-pdp-functional","pdp","",""
"","1212","should display contact button","regression","2026-08-22","passed","2026-08-22","wlw-cpp-regression","cpp","",""
"","1428","should display ""Request Hub"" button in header","regression","2026-08-22","passed","2026-08-22","ep-homepage-regression","homepage","",""
"","2216","should navigate product recommendation carousel with slider arrows","smoke","2026-08-22","passed","2026-08-22","","homepage","",""
"","2265","should navigate to product detail when clicking first portfolio product","regression","2026-08-22","passed","2026-08-22","ep-cpp-regression","cpp","",""
"","1985","should load showroom on Poland (https://www.europages-staging.pl)","regression","2026-08-22","passed","2026-08-22","domain-smoke","showroom","",""
"","1516","should have ""Get multiple quotes"" link pointing to /en/rfq in GIF banner","regression","2026-08-22","passed","2026-08-22","ep-homepage-regression","homepage","",""
"","50557","RFQAI-MOB-P0-024: treatment shows AI CTA while control hides it on mobile","critical regression","2026-08-22","failed","2026-08-22","rfq-ai-ui-mobile","requests","",""
"","34000","should check each product checkbox then bulk delete and verify all products removed","regression","2026-08-22","passed","2026-08-22","draft-online-offline-cycle","product-editor","",""
"","9516","should display search bar in hero section","regression","2026-08-22","failed","2026-08-22","ep-homepage-regression","homepage","",""
"","1085","should display contact button","regression","2026-08-22","passed","2026-08-22","ep-cpp-regression","cpp","",""
"","24842","should put a draft product online via the more-btn context menu","smoke","2026-08-22","passed","2026-08-22","","product-editor","",""
"","1624","should display europages brand intro content paragraph","regression","2026-08-22","passed","2026-08-22","ep-homepage-regression","homepage","",""
"","3441","should keep AI reasoning panel after a header search","regression","2026-08-22","passed","2026-08-22","ai-product-search-regression","product-search","",""
"","1667","should load homepage at correct URL","regression","2026-08-22","passed","2026-08-22","ep-homepage-regression","homepage","",""
"","1538","should load showroom on Netherlands (https://www.europages-staging.nl)","regression","2026-08-22","passed","2026-08-22","domain-smoke","showroom","",""
"","2037","should display the FAQ section","critical regression","2026-08-22","passed","2026-08-22","direct-request-e2e","requests","",""
"","9950","should load homepage on France (https://www.europages-staging.fr)","regression","2026-08-22","failed","2026-08-22","domain-smoke","homepage","",""
"","2039","should scroll product recommendation carousel back with prev arrow","regression","2026-08-22","passed","2026-08-22","ep-homepage-regression","homepage","",""
"","1071","should load the RFQ success page for wlw in ENGLISH (en)","regression","2026-08-22","passed","2026-08-22","rfq-success-regression","requests","",""
"","2546","should load CPV URL with showroom-cate path","regression","2026-08-22","passed","2026-08-22","ep-cpv-regression","cpv","",""
"","2415","should display breadcrumbs","regression","2026-08-22","passed","2026-08-22","ep-cpv-regression","cpv","",""
"","1561","should display the page and supplier data","critical regression","2026-08-22","passed","2026-08-22","direct-request-e2e","requests","",""
"","3852","should display core elements on the first product card","regression","2026-08-22","passed","2026-08-22","ai-product-search-regression","product-search","",""
"","9805","should load the RFQ create page for europages in SPANISH (es)","regression","2026-08-22","failed","2026-08-22","rfq-create-regression","requests","",""
"","1749","should display Top Searches section with /companies links","regression","2026-08-22","passed","2026-08-22","ep-homepage-regression","homepage","",""
"","10094","should load homepage on United Kingdom (https://www.europages-staging.co.uk)","regression","2026-08-22","failed","2026-08-22","domain-smoke","homepage","",""
"","5454","should load AI product search page in English","smoke","2026-08-22","passed","2026-08-22","","ai-product-search-smoke","",""
"","3753","should display optional company card elements when available","regression","2026-08-22","passed","2026-08-22","ai-company-search-regression","company-search","",""
"","33061","RFQAI-MOB-P0-016: thumbs down reason submit flow works and locks on mobile","critical regression","2026-08-22","failed","2026-08-22","rfq-ai-ui-mobile","requests","",""
"","1071","should display the page and supplier data","critical regression","2026-08-22","passed","2026-08-22","direct-request-e2e","requests","",""
"","10079","should load homepage on Germany (https://www.europages-staging.de)","regression","2026-08-22","failed","2026-08-22","domain-smoke","homepage","",""
"","4568","should display all filters including price, categories and attributes","regression","2026-08-22","passed","2026-08-22","ai-product-search-regression","product-search","",""
"","10499","should display date filter and download button","regression","2026-08-22","passed","2026-08-22","ep-business-insights-regression","my-account","",""
"","1827","should load showroom on United Kingdom (https://www.europages-staging.co.uk)","regression","2026-08-22","passed","2026-08-22","domain-smoke","showroom","",""
"","29160","should publish draft product when all requirements are met","regression","2026-08-22","passed","2026-08-22","draft-to-online","product-editor","",""
"","24060","should take an online product offline via the more-btn context menu","smoke","2026-08-22","passed","2026-08-22","","product-editor","",""
"","1958","should display company name","regression","2026-08-22","passed","2026-08-22","ep-cpp-regression","cpp","",""
"","1130","should display products list","regression","2026-08-22","passed","2026-08-22","ep-cpp-regression","cpp","",""
"","30498","RFQAI-MOB-P0-013: AI-generated description remains editable after generation","critical regression","2026-08-22","failed","2026-08-22","rfq-ai-ui-mobile","requests","",""
"","22098","should deactivate online product","regression","2026-08-22","passed","2026-08-22","online-to-offline","product-editor","",""
"","3316","should keep results after verified filter and new header search","regression","2026-08-22","passed","2026-08-22","ai-product-search-regression","product-search","",""
"","1862","should display first company card with name","regression","2026-08-22","passed","2026-08-22","ep-cserp-regression","cserp","",""
"","2337","should pass CR-08 on europages.co.uk showroom","regression","2026-08-22","passed","2026-08-22","cr-08-showroom-functional","showroom","",""
"","2044","should load PDP with product title and breadcrumbs","smoke","2026-08-22","passed","2026-08-22","","pdp","",""
"","5415","should navigate from home to /conversations via the messages icon on wlw","smoke","2026-08-22","passed","2026-08-22","","conversations-smoke","",""
"","1719","should display Find more companies section with /en/cpp links","regression","2026-08-22","passed","2026-08-22","ep-homepage-regression","homepage","",""
"","1826","should display filter options in English","smoke","2026-08-22","passed","2026-08-22","","ai-product-search-smoke","",""
"","2664","should not log any errors on direct request page without product","critical regression","2026-08-22","failed","2026-08-22","direct-request-e2e","requests","",""
"","9784","should keep results after verified filter and new header search","regression","2026-08-22","passed","2026-08-22","ai-company-search-regression","company-search","",""
